Channelid,subscribercount,channelname,total_estimated_revenue,total_views,video_count
UCyAXOEP72oWBOoWHvQSMNQA,47200,Catdino,14650.9,146509,1
UCQCatmU9H7oLxz9vsHaIyjA,47200,Radha_ghughatwalibhauji,16339.2,163392,1
UCXXXRnLE-MheE98qewpJQwg,47200,Suara Cinemas,247477.5,2474775,3
UCQbHq22qBOxVBfpRRQYOUvg,47200,Culture Dance Studio,4170,41700,1
UCspQV1ipBjtObOgF_2qNsvw,47100,Pushpa308,7016.9,70169,1
UCrHwMiblGOVSru62sQP7RQQ,47100,BVR Studio Maker,2800.5,28005,1
UCGG0EhhRtgHIJcvcUZGNvyg,47000,Golu Khabri,123686.2,1236862,1
UCimZFKW4ppHN97cXrUALyyA,47000,সাহিত্য প্রেমী,36826.7,368267,1
UCOla252233E8Vvi7V0ekZzA,47000,DJ Satyajit Rampurhat,8663.3,86633,1
UCfCKMpjK3GqWh569wSTidOQ,47000,TOMADER - E - AMI,358459.3,3584593,1
UCJ1GszkcOh-9_Bq9NqpA4tA,47000,sourav jyoti borah,17221.7,172217,1
UC60c8qJGB4o7NZipBBX8WSg,46900,Bangla Sekho,46954.1,469541,1
UC7rFzkVaVNA8xqCI89gFkqA,46900,Anime Katha,567994,5679940,1
UCeRgTWyLHNMksZdlURKs8Mw,46900,G For Gujjus,2842377.9,28423779,1
UCA-J_P5OyKxLlOwVx1t48cA,46900,Shivani shorts kunda,129500.2,1295002,1
UCZz8TMa5TuMFJCFtYHnj4Jw,46800,Simply Sathwik,1922.8,19228,1
UC_8XjL4EGSI_psd4wFpVfMQ,46800,nilamKumariofficial,15498.9,154989,2
UCka8lIWTeHFtQ7Muitsk64Q,46800,Vikash gyanpuria323,102036.2,1020362,1
UCgulr7_2t3teM3IIYiPcr6A,46800,Suppu@15,221701.2,2217012,2
UC-blCzxRE5mADQoqxcHgNeg,46700,bihar board ki padhai,35256.6,352566,1
UCuIM8vE0TDFF9_o_SlTV99A,46700,Carrot Tales,2235.4,22354,1
UC49e-sVwfE6fphaIjHiTckw,46700,Life Quote,743.2,7432,1
UC8W0KXagYzorFx6htc5VUpQ,46700,SaMrudi Family,2117.7,21177,1
UCkUvnBYgD9FzlfxoL_XzLMQ,46700,Timothy Sharan,409317.8,4093178,1
UCC75iOertORRuksqnQYBJ9Q,46600,MrMovier,84,840,1
UCWgSGwbEjgoVtVzHihhAZXQ,46600,DK TOP WORLD,2640200.5,26402005,1
UCrW0gq1gNOKG3NycNPAZ1AA,46600,Gajanan Herekar,170440.9,1704409,1
UCNejxQBgEczzJaEyy42n0QA,46600,ThinkTac,2324.7,23247,1
UC3NbP5ZHlSwGLcVFdZgr-4A,46600,Cook Studiio Gujarati By Aartie Adatiyah,10134.2,101342,1
UCJqw3JzuDHkPbkIByilRLgg,46600,Music Bhojpuri films,4189795.7,41897957,1
UCmZ0dnxTUVwvZijO2IKhS4w,46600,Pramukh Jyotish,103453.2,1034532,1
UCkaYREIlmJE0f-TcvFeu88w,46600,N.A Voice Over,657707.6,6577076,1
UCoXFypLTqnqAC3tUmj_nvCA,46500,Risal Poetry,130490.7,1304907,1
UCTLG8iCYfS6XfOvsKuXvPSQ,46500,Vijaygiri FilmOs,32059.2,320592,1
UCIaud0dmM0JvGoUwR2UlHUw,46500,DriveSpark Tamil,269427.3,2694273,1
UCXSMPEovgNfeYMte-D0vp7g,46500,Movie Talks & Review,793733.4,7937334,1
UCJ67il3KYPO0aQWqFcsfxqQ,46500,Sreenu Explore,965109,9651090,4
UCC_IuZUxZUrsRswsu24Ew1Q,46500,Sanu Vlogs,49243.5,492435,1
UCkxLQ2Fk9sEvr9IaiavlHjQ,46500,Sk Mostan vai shorts,243882.9,2438829,2
UCkuiL1gw_mtS5mza9Rq7Ozg,46500,Rubi Style 2.0,3029.2,30292,1
UCW9AOzYZGMM_vEHvFwUZLCw,46400,Timeless Studio,145133.2,1451332,2
UCMJdXiOvRRFl67iJreWmsgg,46400,KG STUDIO PURI,137374.6,1373746,2
UCjRwEZBpeqGIDm32QhJK4LA,46400,Ananya Education,106786.9,1067869,1
UCrciYvvxPxY2V3BTvirNstQ,46400,KOLLEGALAVLOGGER,9807.8,98078,1
UC3cEzMPjezVXB_oMV8XqWmA,46400,Msp Music Center,22803.6,228036,1
UCryBYU6tcLA9HxCHORxEHQg,46300,Ojasyaa,169303.9,1693039,1
UCvbod4EKZD8DZMlGNnqtk8A,46300,Priyanku Dutta,18944.6,189446,3
UCfuETomQ0stQSQQyZVA4aMA,46300,CookWithSugu,1177.1,11771,1
UCXQk5wLp7Nm-DlSF50IUXHA,46300,VRB Bhavesh Videos,98703.5,987035,3
UCphQ8t34_9AEvJ5186nF0uQ,46300,Ma Efx,429057.2,4290572,1
UC0NVNoE4Ln4dmrqx4cWA4oQ,46300,B-music,210517.4,2105174,2
UCcNde5Gg5ZZsbGIZZVO-Zhg,46200,PROJECT WONDERS,83483.7,834837,4
UCKE5Z4TwJn3JSfkT0eEGZoQ,46200,Ghanshyam Kumar,2631789.1,26317891,1
UCBytd64qJpX3NSjWa49KoTQ,46200,Oh Yumness!,55617.1,556171,1
UCjkz_duLgQYmjIKmgDmFeog,46200,Rong Dhemali,416939.7,4169397,1
UC8-_-iUSYYcoW8a9CD3FLgg,46200,ASIF RAVUTHER,519272.5,5192725,4
UCadk7z2nGFrfljeZfGIfdBQ,46100,Thambiyaru Gaming,45844.1,458441,1
UCAisVSn2awFTh7RuJ538eMg,46100,Royal Urdu Shorts,32625.4,326254,1
UCEwKihfJ7zNNhfIfYwwqupQ,46100,N G thug life,523942.1,5239421,1
UCMhC9hJnRIFIk42OmbjL2sw,46100,उग्र,136968.1,1369681,1
UCiQGCmcUdhYGNcF7hqq-JbA,46000,ODIA MM,4373.6,43736,2
UCBQV-VxcPWCgw_lkK3eeqqA,46000,"Natraj dance and fitness studio Narhe, Pune.",555.4,5554,1
UCTu1hw1c9Wi4jfqyQ0Ih8MA,46000,English Seekhain,6498.1,64981,1
UCGAEBnsrbZupPRGUlLhl0xg,46000,Bakhor-বাখৰ,32320.2,323202,1
UC8RCMi1EafJrnsIa2nR5qJA,45900,jaya's lookbook,1312.2,13122,1
UC4nOz6qmCgSVcqEaaZt-Wjg,45900,Cowboy Gaming,17258.7,172587,2
UCblDnpzXl7ZpvP2lRLyMmWg,45900,The Akash srivastav,46003.4,460034,1
UCLZVF4F1nDCFCh-M1pqBozA,45800,Credit Podcast,371451.9,3714519,1
UCqhiEB0ow1DroadwCuYem-w,45800,explorewithsuganya🖤,48666.9,486669,1
UCr-cYWmzKDm39ykGSlcWA2A,45800,khesari Akshara,2887.4,28874,1
UC4ARFIHEZZnzuzccUUSBi8w,45800,real eye 👀,486601.4,4866014,2
UCmIBR2UYIlQ5YewPxKMHxwA,45800,Interesting Info - kannada,29490.1,294901,1
UCyVX_-3-yd0t3RPfkJop4-g,45800,Movie Collection,1031.6,10316,1
UC6a7XCDz8Ymjl9PSoSyXkAw,45800,Chakliart,3120.6,31206,1
UC8KElFA2OjYqNl_8MSEJ1Vw,45700,RTE ACADEMY,455,4550,1
UCo7izcQ6dv2X4JPSr1x6gEg,45700,it's nalla ff,667233.7,6672337,2
UC_hRlTZb8ydQe9VgWiU6Qnw,45700,𝗠𝗮𝗿𝗮𝘁𝗵𝗶 𝗖𝗿𝗲𝗮𝘁𝗼𝗿,179987.9,1799879,2
UC-o4izM3pEINeo3tE9cORkQ,45700,apurba gohain's good life,465149.7,4651497,1
UC2PeqlCvMKArknnFoLjeVQw,45700,BonukiShaitani,1581464.5,15814645,7
UCSF9DqvJ7O4kZQlcini9svw,45700,Jiabur Gaming,31261.5,312615,1
UCvz8dmB26P1c0FyEcdsMkDA,45700,Mollywood Gems,12365.3,123653,1
UClHFCdxlLDSpZxU0ED-1lVQ,45600,Food py,191496.5,1914965,1
UC9ATryWnLRTE3z-gfx-AnYw,45600,punjabi bodybuilders,2261.4,22614,1
UC8Mv5eebuYB-Vyp55OzFM_w,45600,ZEE5 Comedy,32.8,328,2
UC4i6M15bzqpO164vKAHLtWw,45600,Little Cute Babies,101159.8,1011598,1
UCikOzhuc16FURzUQfuzhi5w,45500,QUESTION PAPERS karnataka,110461,1104610,2
UCuw57D5SKXx6MR6rgzu92vQ,45500,Gauri More,15700.9,157009,1
UCq7x6JWw2qkC__NNwKNWk4Q,45500,Unity Records,198281.2,1982812,1
UC7TR8HVpknbIGHuJ9oYKADw,45500,Kinju Vlog,70678.2,706782,1
UC0gUkYxO7TUbgx7kD1KIySw,45500,NIKHIL & PRITY VLOGS,67350.5,673505,2
UCaeu6H0hVAqtFk3v3NvN67w,45500,All India Rankers (AIR),275379.3,2753793,2
UCEWfDBj9RnVxTeiSsAjzLzw,45400,Laddy Express,32132,321320,1
UCvzvj7IPDpXycd1JFLD-qzg,45400,Film Circle,151292.3,1512923,1
UCcOBUVEPvac9dmNdeP1kXFQ,45400,RENOVA Hospitals,93499.5,934995,1
UC8ileCYdOL0dNZNbiZiCPqQ,45400,Dr. Sophia Umair Bajwa,8341.3,83413,1
UCgsKfyoMQ9L8wLIoMdZOv-Q,45300,kitchen with hoor,1258525.6,12585256,2
UCsyAA5aZviEVZ-kGVZTcljA,45300,TfiFacts,684691.4,6846914,1
UCBqLCJPzKCQFJ596q5ho5pA,45200,Halal Recaps,31024.4,310244,1
UCtHEH3pVHEbPnBmA9dS0HXw,45200,A2 FACTS,21562.9,215629,2
UC-W_XO5JjujHLbKzNtLoxBw,45200,DADUZ CORNER,1030.9,10309,1
UCTnb21M4iDIW2SDOxQ7Eurw,45200,Daily Inspiration 2.0,40878.8,408788,1
UCp8_P0z-kCxzKeEm4KhSz4g,45200,Ali,17886.7,178867,1
UC5PUzAUS4RZA-adPlZmk7OA,45200,Yeh Hai America,14259,142590,3
UCAHhsaU7lO5VQbG5ruk8Tkg,45200,Hindi Gyan Bandhu,4110.9,41109,1
UCwPE9WkaeilC9qjbfPDzfxQ,45100,༄𝐈𝐆᭄𝐀𝐧𝐢𝐦𝐞🥰𝐘𝐓࿐,12217.7,122177,2
UC0Qy5hPll0GOCzs89rt4mBQ,45100,Bharat Flips,91435.1,914351,1
UCr3eImfdaRon6KthoEhNJQQ,45100,Radhakrishnan Murickanattu,5294.9,52949,1
UCWCIfmXC5EbHBwnv9Jj0IDQ,45100,kannada beauty channel,91726.9,917269,1
UCyqtbQWJiTiwGBaPjDZASJQ,45000,Bryartz,99.5,995,1
UC026-8G1x5gCP_ojmfnCWfw,45000,Chumi's Cartoon Story,12766.2,127662,1
UC0BJVTlQdVpF_XjRX8a0S0g,45000,Tutu Bini Love Life,583859.4,5838594,1
UCGIyBxvyQOeG_HpiMH_TumQ,45000,TECH DJ VLOG,1995.9,19959,1
UCY_x6PvFexb4c4633Qtgegw,44900,Lata Sangramgarh Wali,22874.3,228743,1
UC8ilczvaeZ_6suAL0_NoYwg,44900,CN THUG LIFE,115.2,1152,1
UCuQB0mNuq9DqBkBm-1K8O8A,44800,Sports Fact Kannada,1108074.1,11080741,1
UCR9KIY-eAXPMuBMixYGseRA,44800,KC Digital Films,2080.4,20804,1
UCNUh9aPfo-x16FHx_-DyEqQ,44800,Speed Remastered,214.3,2143,1
UCrMhPxHbew7o9I1X6_GjXxQ,44800,English Grammar Composition,155509.7,1555097,1
UCzXOKEBghhMdiD3TIUh1PNA,44800,Mahin 31,2173,21730,2
UCm774iyutvAUGlIp_IyS4yw,44700,Super Learning,15218.9,152189,1
UCtmfHqsdC7-_GQqQRf-7BuQ,44700,Devotional,767773.6,7677736,1
UCwNS9P85eM2m5qq6GJ-BYzg,44700,Sai Entertainment,7244.3,72443,1
UCnMW2dwE287oVAyoIswzIXg,44700,Bulldozer Music World,11248.5,112485,1
UCn6emJBeYYUvjqM4wqZel_Q,44700,The Gujarati Films,266.1,2661,1
UCJYu1A9BS4_CNqiYQ7vP9Nw,44600,Adda247 OPSC,20920.4,209204,1
UCXFVhgGx-S2lZyKAx8aVEZw,44500,TJ Academy,9649.1,96491,1
UCduM8ASzTnUK4HuGJVwkFBQ,44500,MarvelEditzTG,36670.3,366703,1
UCK4ytuGXPyXTciwFwrwpFgQ,44500,Static GK,771788.2,7717882,1
UC-OQbSkqM534G1Jh8o5BSUQ,44500,BIHARI BABU (BY KAMLESH YADAV),3052.3,30523,1
UC18eJ_BRdvrBOfq3KvLObAQ,44400,Josh Marathi,52811.5,528115,4
UC8xor7RL_tYsnt0ZX-gvndA,44400,Local Murgi Comedy,1286,12860,1
UChlrqS8HU5BOSDixflehljw,44400,Tamil Anime Zone 2.O,760671.6,7606716,1
UCfr8akDsmx9axuuu_Ochrsw,44300,Easy Indian Language,1707.2,17072,2
UCqMsNs-Q8FNFXw-H65DsgWw,44300,Lavkush Gupta2,32.2,322,1
UCQ7Cbm57341QKdgZ_fTDGvw,44300,roshniscuisine,13349.6,133496,2
UCqr4hRXm-DCYmeJ2MDkrx7A,44300,Shoaib Ahmed,1001003.3,10010033,1
UCYyHBT4362XqW3dSYleOJIg,44300,It's Real 3D 🎧,19724.4,197244,2
UC6SR1OQQRkO6MSTMlh5XqbQ,44300,ମୁଁ Learner,953750.1,9537501,1
UCTP63Iu-61RfSvjBmaUFDSQ,44300,KING CREATION 1,196.9,1969,1
UCyMZ4t0To3xfP3R6x6VZHbw,44300,Ashter X,288735,2887350,1
UCuZW0WLQQ-tMmwYuLvXZngw,44200,বাংলাদেশ জামায়াতে ইসলামী বন্দর ইউনিয়ন,20675.5,206755,3
UCckMgd-MripvgVwAm4pgJxQ,44200,S Creations odia,125030.2,1250302,1
UC3yuqp2t3D2CbvOWj_Na--g,44200,JAY GAJJAR,3745252.3,37452523,1
UCUeaxifHDystz5buNjVIGWg,44100,𝑴𝑨𝑹𝑰𝒀𝑨𝑴 𝑶𝑭𝑭𝑰𝑪𝑰𝑨𝑳45,106042.1,1060421,3
UCWkHE_m1PSd0cn2ZGNTieWA,44100,TS Odia,100166.3,1001663,1
UCErjIb4yqs6FtU89uhZ7GPw,44100,The Islamic Warriors,19039.4,190394,2
UCB5MpXVWQJDNiUo7ykH6OJQ,44100,Knowledge_hub,8016.4,80164,1
UC1wV0FqoSrpZCO7q94Cqqww,44100,ALANT,209.4,2094,1
UCOQQq01rSNY6Ix2q6e6JeKA,44100,Real Moonmoon,256.1,2561,1
UCgczn-Vd7p_xIOp9JCxZOIA,44100,video zone 💕,693.9,6939,2
UCIxIKds-1zF8-OtkUtdjwjQ,44000,Educational Innovations,408.5,4085,1
UCU-jG67a-j_yfmmp7WkZM1A,44000,NCC WALE SIR,2968.2,29682,2
UCxy6TK228LyimqwbkgaMXqw,44000,MALLU BIGG BOSS TALKS,1188.1,11881,1
UCygid00iQ6Aua5EcNl6EhZg,44000,AJ AniMagic,125849.7,1258497,2
UCRZn1lLJNKnhrGAW-YBvf4A,44000,Medicine Review Hindi,83611.5,836115,1
UC5es0eVR3x9CqUDcCC8y9BA,43900,RKT Invisible,23497.3,234973,2
UC6Ghtxyw9iWprDqamaWk8rA,43900,Rajab’s Family 6.19M subscribers,17522.4,175224,1
UCrDmm3445eQrHIoRJuaOdFg,43900,Furqani gyaan,2334.5,23345,1
UCYe2PB7l0iB82FJFLuDoN0A,43900,Love story 07,1361158.8,13611588,1
UCRLH_hvTmyeTPZ6b1YZqhWw,43900,S MAM,258116.1,2581161,1
UCgs8DrvUdMDMEpBnMBZbAKA,43800,Food Love,412878.6,4128786,2
UCVXNumWNi-RCRrjNA42UXYw,43800,Muhammad iqbal,1067.6,10676,4
UCexH5IpDskusAPMxaso5V5g,43800,Meaning In Gujarati,73330,733300,1
UC3RCDjjwSPx69fp2rzzacwg,43800,Dj Jenny Kolkata,908.2,9082,3
UCXDejVcta9KmoB768L7thmA,43800,Daily VS News By Manish Yadav,87886.1,878861,1
UCCZDE20q3QDVNR396hyzeKA,43700,Rational Odia,441.8,4418,1
UCbsPg8b1y0qCt1-989VXgrQ,43700,AA Islamic Releases 2022,202241.8,2022418,1
UCVaEnylszhODJ3p7MkwoylQ,43700,ABHIMAANI,917306,9173060,1
UC8PMMtLzPRW8Dh2eE6O5M9Q,43700,RDC Odia,143374.9,1433749,1
UCGUfLWm5c5VhG17_6J4EenQ,43700,Alok Jhili Lifestyle,238279.5,2382795,1
UCguPVTdeubqP5ob_v0hII8g,43700,DARUBRAMHA CREATION,218787.4,2187874,1
UCZDrqy2d4nrH9sHHHJ0wzvQ,43700,Tick Movies - Malayalam,1314,13140,2
UCixczb-xxQ-t0fazCPTqQ1w,43700,Sonakshi,8288,82880,1
UCaPgDQzUDCgJbHdJOow2gTA,43700,George Bijoya Official,91138.4,911384,1
UCNUgPBwnI_GTsag7SXDc8Ug,43600,Team legend 0.5,1764.1,17641,1
UChhHESlqgpEDT_uT5TkbfjA,43600,Just Write,887840.2,8878402,1
UCUJDTopmEhefeud7MmEx0FQ,43600,Bibhu Edits,1048.1,10481,1
UCNMLNEqAR94VAGhEV5hl9KA,43600,Krishna Zala Official,8574,85740,1
UC3VJS5kruUR7sJteiMIisBg,43500,Attitude tukuna music,914499.2,9144992,1
UCQhcCbCjve7z4bJnRDy_ZEw,43500,Accha FM,295635.1,2956351,1
UCSYKv1HDDktKaDf4vjAG-Pg,43500,Agam Recordz Gurbani,4483.5,44835,1
UC0ueCFBxykWiGwSuaElOoLg,43400,merihasinjindgii,103.9,1039,1
UCMg73OkJ8SJ6wuiFmX37n2w,43400,CONSISTENT  PSC,984619.4,9846194,1
UC7UzYkk5-ozCtpOFLFxIV_g,43400,IFFCO BAZAR,154.2,1542,1
UC16qgGNamqA2dDWzdQHvx0g,43400,IS MARATHI,1082263.4,10822634,4
UCuCrJAWtyXFxK0HwJ9ZkCTg,43400,Apeksha_Solkar,20106.2,201062,2
UCD97lXo84-5gjIxQjDpgoEw,43400,FROOTI STUDIO,12709.3,127093,1
UCqqNPgOtii84VfOi8icoa9w,43400,Chinni Kathalu,157690.8,1576908,1
UCY1WPkZ1icoMjM4R6xlWojA,43400,YRF Bengali,202486.5,2024865,2
UClCEzODV15c1w8o4J2BWOpA,43400,#Hyderabad,130818.1,1308181,1
UCpaycHKOdFXFNFqVu65xqvg,43300,Jobar Rannaghar with village food,1770581.8,17705818,1
UCWpXj7C7c6RcHMrw-xBTUkw,43300,KhbarGujarat,623.3,6233,1
UCl4TPotd67qEJOT4TfP7AUw,43300,Dj Sks Haripur,1717.4,17174,2
UCvPLGBebt1EEXkBaddklzjw,43300,SVR Music Bhojpuri,52208.1,522081,1
UC6P7Cz7ZOzx-x6eb8uD8LTw,43300,SUNI BEATS,124641.8,1246418,1
UC8ktJumLIV_-5bs3qFd2YXA,43300,Vishal More Music,2444298.9,24442989,1
UCj9jqC-ElOQxXpXvbZ16B1Q,43300,Shorts_Master,39090,390900,1
UCer8gGp5GEtF-TLY2kLhxWA,43300,John Paul R - Official,46621.4,466214,1
UCSfLBPNmzMYoAtYwjz8_txQ,43300,DeepshikhaYT,404156.4,4041564,1
UCEbMQnfe1Dubwxno_R8J2qA,43300,Simply Things with Sree,272041.6,2720416,1
UCsl2hGuymem5cqgGS7s6ePQ,43200,Learn With Priyanka,13879.5,138795,1
UC5GBOXcIFhbzUTuyp2s4zqA,43200,N STAR MUSIC,1721,17210,1
UCEungpwNVRKzBEPLVTDr11A,43200,Kanzul ilm Tips,548498.4,5484984,1
UCZxUFJg-Oh33D3_gBRqap0g,43100,QURAN & PRAYER,32082.9,320829,2
UCQvUMx6jzeGz2WXA2U1gokg,43100,Shania and Eddie,85876.9,858769,2
UCkqE5uO02jqrOxIrFbwCoAw,43100,NIRBHAY MARG NEWS,39728.7,397287,1
UCg1ez30nK51V5glUK6AlO3A,43000,𝗚 𝗔𝗟𝗢𝗡𝗘,387723.7,3877237,1
UCjt_zzL7wmkdEORkkcG_QiQ,43000,band of hurricane gals,279120.8,2791208,1
UCIpxZiZDcyiN1EaTeWRAS4A,43000,Jmini Production,87740.8,877408,2
UC-cAOUM6sqEmbCJfvAkoSZw,42900,Cochin Malayalam Movies,150020.2,1500202,6
UCOEJ9DkAKij9i1KPyyqY63w,42900,Troll Station,39313,393130,1
UC0rOkRUwupIOxmmCryTQzoA,42900,Love To Write,33717.4,337174,1
UCUyK5pepWGHaPLU8x36MXsw,42900,I Explain Series,46851,468510,2
UCx0Mwhf_K1lvOtw7xPpbt7w,42900,Zeeshan_vlogs1010,1473.3,14733,1
UCknZoVT166N3qucajwbcmAQ,42900,Manav Bhatt,247.2,2472,1
UCwoyAIPuFu3yCn9Rf1yefoQ,42800,YAMRAJ 2.0,274,2740,1
UCRk9ZktCoxeVG6qApVZlKhg,42800,न्युज कट्टा,15085.8,150858,1
UCUmlgZYQlgE2QmL1f55Jy-A,42800,tv13 Gujarati Digital,153989,1539890,1
UCAskwR9G3MT0oSJ_qo7Lqsw,42700,MD Hanif writer,3479.8,34798,1
UCx2pSs6SljC1VJqVixJqgLQ,42700,DJ DHARMESH SAVLI,9140.6,91406,1
UCQxMrFf2_X9ZpzXiGl1rjpw,42700,Classic Urdu Novels,17975.7,179757,1
UC2335dAf4A8zrKKueaKWfmw,42600,Q MALAYALAM,333254.8,3332548,1
UCAhW3xQI6ORqAK9oTTaH7Tg,42600,_ZukoEdits_,4905.7,49057,1
UCCMWH02VbKESsi9oSau2xug,42600,Mousumi vibes and vlogs,226916.7,2269167,1
UCZCoSOg-JbdjT_5NMYzzL5A,42600,International palmist MA shazad khan,40,400,1
UC7eGGxW8dsDWs6GkS1YeR2w,42600,THE GM,230092.7,2300927,1
UCDzb6-9LmtnEAd4fkk75OOg,42600,RAJU I LOVE YOU JESUS,323958.6,3239586,2
UCOTYaFwMxcrB9kkXnUY6hNA,42600,Ikky,22.2,222,1
UCdfFneFwlVZy5RLsjVhMtyA,42600,kannadareels.videos,410698.2,4106982,1
UCnBBDRgo_n4yxLA3KW0DFNQ,42500,ankit upadhyay,27966,279660,1
UCtawu1YjgdBbKh-so2FwQtA,42500,NoNa TV,7525.5,75255,3
UC212QvbVGojLMxgM33zuhEg,42500,mukti marg,263423.1,2634231,3
UC9pTHAqo2uLMpVXmx7JIgeQ,42400,Iqraaa voice,13167.7,131677,1
UCHmFLg2TzqhSO-PST-FtVEA,42400,JK WRITER,108797.2,1087972,2
UCgBn7NzYNIEwZmaRKW6-PHg,42400,Jas dhaliwal,12760.7,127607,1
UCnjdMPBvvCtmOmG8mX2K4DQ,42400,Disha Manjunath,23734.6,237346,1
UCM2b0K3_k6oilzVTJR4LYMA,42400,Rashmi's Kannada Classes,12600,126000,1
UCrcht75U2WDVx-147-4Lx6g,42400,Notun Alap,71495.8,714958,1
UCpwDwYNjbcfarf_XCo0-BeA,42400,Hinduism,328467.5,3284675,1
UC9N-BNJmK8GzC-_DfTG9Izg,42400,Bhubaneswar street food,2535469.7,25354697,1
UCdmiMFC1vPyUV0X6jxfxsgA,42400,ZEdX Hindi,387414.2,3874142,3
UC_zbL1M8HXKaxN0e8GqbaIg,42300,Call me kakarot,15546.8,155468,1
UCVTmXOkjMFwdzt232mZAt9Q,42300,Musical Creation,19587.2,195872,1
UCdwlhxRmoO3yCOQ_D9rsz1A,42300,Bindhani Creation,39779.3,397793,2
UCUUxrWTaDNQ6tSyjtt1O7pg,42300,AD Entertainment,11396.9,113969,1
UC3mHymepIqPDEouidj0zz4Q,42300,PUNJABI BHRA,329431.4,3294314,1
UCN7yH7LPHdJzHc8u9bFoJGA,42300,English Literature With Sarah,3503.9,35039,1
UCOoSgYRDQl4j2d1GC0HdixQ,42300,TRT MOSTY,21040,210400,3
UCAnDizrbdV01R0z2RHgpXBw,42300,telugU lyrics,3307.6,33076,1
UCY38mLY3ysr38IhFz1jvAXA,42200,Dear Bisu,132056.2,1320562,3
UCyujZFvb6uOOztoCc4djCDg,42200,Ant Boyz ()A.B,203061.1,2030611,1
UCm-pfNk016wOq316lp90LXg,42200,LK Priya,55891.7,558917,3
UCd2P7kwMZvRrvoZO1wJP7KQ,42200,Uruka axom,1158097.2,11580972,1
UCCmSVqO-WadTUyCctLedSPQ,42200,Sai Global MahaParayan,72230.8,722308,1
UCBYX0CYsZK6HleyljtlvfQg,42200,DEV,91899.6,918996,2
UCLsjQHu7LO2f3Z2A6munIbA,42200,Assamese Theatre Creation,175090.1,1750901,5
UCu_36yDpeLCkaV7SVpGV60A,42100,The Power Pill,1.9,19,1
UC1TQdULRjw78IeW4eFe39IA,42100,SK Cine Updates,677474.2,6774742,1
UCeLlOAK7gUjNHObmtYhKRPQ,42100,The eCom Show by Shan,1967790.4,19677904,1
UCgYwoYWPhGXZBxgWTJr0Jhg,42100,RAJ MUSIC 7G,777.4,7774,1
UC-IfhyYfMWH-uWeNWjr8A-w,42100,Banasree's Kitchen and Vlogs,892.2,8922,1
UC4MZ_SvBIcm1psWxU21eyJQ,42100,BAPA AHMED (RIYANSH CREATION),848644.9,8486449,4
UCGzEGpfnhN_ciaxBsXDHgtg,42000,Jazzy Jazz,10254.3,102543,2
UCOE9QZcqkwSSnmR4YDh9Zxw,42000,(BTS) Army Official,2170.6,21706,8
UCBzbrjk7b3HjtqIk1znquJw,41900,PARNA BISWAS,802524.1,8025241,1
UC5wLL_Yp9711xLtXRO-edPg,41900,Mr & Mrs Tiwari Vlogs,418080.4,4180804,6
UCuGf8lLVVslsmxZUUuOnmgQ,41900,Job Exam Set,105073.6,1050736,2
UCtYXQ9ekOUmo8mIjoZbZ5MQ,41900,Navi Bawa Music,52.6,526,1
UCI3pqQEe_yQwx1kG1ntDigA,41900,Rambrat Chauhan,3622.4,36224,2
UCieJhKNyXa2JtQmIZDSb50g,41800,Arun sagar321,965.8,9658,1
UCLuJHb4amWPvEnwO3m6lKtQ,41800,BUKKUZ BRUH,2211.6,22116,1
UC9j6EpIfDkKHeDjRW7Erw5w,41800,Hello From Harish,5283.8,52838,1
UCTVYY1vglCNfvn3RSaNxQdQ,41800,Shining Star,142.9,1429,1
UC1i9jpAWrQ5-8ppU3UR-_WQ,41700,Fat and Foodie,1271263.5,12712635,1
UCoM41BwrlyTWAYsqQTa3CsA,41700,3S WORLD,537823.7,5378237,1
UC-F9UHC49kjXdX3-Rl3fv5Q,41700,Neelam singh official,235320.3,2353203,1
UCDKqtQspJ1t3qH25L6AYzUA,41700,Bhojpuri Ke Hits Gaane,654.1,6541,3
UCJ50B3zna5_7KycQHbsuizQ,41700,Moulik-e-Media,810652.1,8106521,1
UCfwbl0ch7PPw-ORXWGTcwiQ,41600,2k Editz,751204.4,7512044,1
UCzwQglT4iGf7YywatDt7XQQ,41500,SHAMILEFX,35494.8,354948,1
UC_74DkY_2CDF9yN_HEzWKPw,41500,Folk Melodies,0,0,1
UC4teOIJRHXgtEn7X9RDPcwA,41500,Malayali Trends,18575.1,185751,1
UCrkKxxg6dksPxP8ucNyMb7Q,41500,Kannada Jnana Bhandara,944.7,9447,2
UCl-T74l9vgV17TzdL7wbXyg,41500,DjDipesh Tikuligad,1363205.7,13632057,1
UCtSHsrtSpdwRDPuh6R5k3yQ,41500,Thalbinas Kitchen,4977.8,49778,1
UCEXq0miKPUuZcboS7rmWUFQ,41500,Empire Records,1511890.1,15118901,2
UC8Oq7WsaZa-zhrxYYd7A75g,41400,LOOP CINEMAS,413262.7,4132627,1
UCwO0c95spSRJDPa_lwoNTHA,41400,Entri Elevate Coding తెలుగు,78.5,785,1
UCqPIEdWMSc4_QJnYa00V7gQ,41400,NEW INVENTIONS pro 2.0,19870.5,198705,1
UCsytaubSQVfMdg89WkI7ENg,41300,K Praveen Nayak,138176.6,1381766,6
UC0fpzacuZGvuZn-r1AvQXoA,41300,kartik gavhane,85504.3,855043,1
UCzJxXJX2Dp9dvRa42kAQRlQ,41300,Rajesh Rj vlogs,8957.6,89576,4
